kode_barang,nama_barang,stok,nama_bagian
BRG-0663,"Barang Contoh Ke-663",360,"Penataan dan Pemberdayaan"
BRG-0664,"Barang Contoh Ke-664",26,"Survei dan Pemetaan"
BRG-0665,"Barang Contoh Ke-665",269,"Penataan dan Pemberdayaan"
BRG-0666,"Barang Contoh Ke-666",116,"Pengendalian dan Penanganan Sengketa"
BRG-0667,"Barang Contoh Ke-667",284,"Survei dan Pemetaan"
BRG-0668,"Barang Contoh Ke-668",391,"Penataan dan Pemberdayaan"
BRG-0669,"Barang Contoh Ke-669",76,"Tata Usaha"
BRG-0670,"Barang Contoh Ke-670",30,"Pengadaan Tanah dan Pengembangan"
BRG-0671,"Barang Contoh Ke-671",306,"Tata Usaha"
BRG-0672,"Barang Contoh Ke-672",222,"Survei dan Pemetaan"
BRG-0673,"Barang Contoh Ke-673",25,"Tata Usaha"
BRG-0674,"Barang Contoh Ke-674",41,"Survei dan Pemetaan"
BRG-0675,"Barang Contoh Ke-675",114,"Penataan dan Pemberdayaan"
BRG-0676,"Barang Contoh Ke-676",295,"Survei dan Pemetaan"
BRG-0677,"Barang Contoh Ke-677",71,"Penataan dan Pemberdayaan"
BRG-0678,"Barang Contoh Ke-678",81,"Tata Usaha"
BRG-0679,"Barang Contoh Ke-679",99,"Pengendalian dan Penanganan Sengketa"
BRG-0680,"Barang Contoh Ke-680",264,"Survei dan Pemetaan"
BRG-0681,"Barang Contoh Ke-681",17,"Pengadaan Tanah dan Pengembangan"
BRG-0682,"Barang Contoh Ke-682",356,"Penetapan Hak dan Pendaftaran"
BRG-0683,"Barang Contoh Ke-683",102,"Survei dan Pemetaan"
BRG-0684,"Barang Contoh Ke-684",452,"Penataan dan Pemberdayaan"
BRG-0685,"Barang Contoh Ke-685",103,"Tata Usaha"
BRG-0686,"Barang Contoh Ke-686",112,"Survei dan Pemetaan"
BRG-0687,"Barang Contoh Ke-687",137,"Penetapan Hak dan Pendaftaran"
BRG-0688,"Barang Contoh Ke-688",459,"Penataan dan Pemberdayaan"
BRG-0689,"Barang Contoh Ke-689",348,"Survei dan Pemetaan"
BRG-0690,"Barang Contoh Ke-690",230,"Penetapan Hak dan Pendaftaran"
BRG-0691,"Barang Contoh Ke-691",458,"Penataan dan Pemberdayaan"
BRG-0692,"Barang Contoh Ke-692",402,"Penetapan Hak dan Pendaftaran"
BRG-0693,"Barang Contoh Ke-693",371,"Penataan dan Pemberdayaan"
BRG-0694,"Barang Contoh Ke-694",308,"Pengadaan Tanah dan Pengembangan"
BRG-0695,"Barang Contoh Ke-695",293,"Pengadaan Tanah dan Pengembangan"
BRG-0696,"Barang Contoh Ke-696",435,"Penetapan Hak dan Pendaftaran"
BRG-0697,"Barang Contoh Ke-697",230,"Survei dan Pemetaan"
BRG-0698,"Barang Contoh Ke-698",446,"Penetapan Hak dan Pendaftaran"
BRG-0699,"Barang Contoh Ke-699",352,"Penataan dan Pemberdayaan"
BRG-0700,"Barang Contoh Ke-700",50,"Tata Usaha"
BRG-0701,"Barang Contoh Ke-701",460,"Tata Usaha"
BRG-0702,"Barang Contoh Ke-702",32,"Pengendalian dan Penanganan Sengketa"
BRG-0703,"Barang Contoh Ke-703",350,"Tata Usaha"
BRG-0704,"Barang Contoh Ke-704",218,"Penataan dan Pemberdayaan"
BRG-0705,"Barang Contoh Ke-705",420,"Penataan dan Pemberdayaan"
BRG-0706,"Barang Contoh Ke-706",339,"Pengendalian dan Penanganan Sengketa"
BRG-0707,"Barang Contoh Ke-707",364,"Survei dan Pemetaan"
BRG-0708,"Barang Contoh Ke-708",129,"Tata Usaha"
BRG-0709,"Barang Contoh Ke-709",99,"Survei dan Pemetaan"
BRG-0710,"Barang Contoh Ke-710",392,"Tata Usaha"
BRG-0711,"Barang Contoh Ke-711",21,"Penetapan Hak dan Pendaftaran"
BRG-0712,"Barang Contoh Ke-712",460,"Pengendalian dan Penanganan Sengketa"
BRG-0713,"Barang Contoh Ke-713",389,"Pengadaan Tanah dan Pengembangan"
BRG-0714,"Barang Contoh Ke-714",164,"Pengadaan Tanah dan Pengembangan"
BRG-0715,"Barang Contoh Ke-715",283,"Penetapan Hak dan Pendaftaran"
BRG-0716,"Barang Contoh Ke-716",211,"Pengendalian dan Penanganan Sengketa"
BRG-0717,"Barang Contoh Ke-717",324,"Pengendalian dan Penanganan Sengketa"
BRG-0718,"Barang Contoh Ke-718",161,"Survei dan Pemetaan"
BRG-0719,"Barang Contoh Ke-719",447,"Penetapan Hak dan Pendaftaran"
BRG-0720,"Barang Contoh Ke-720",293,"Penetapan Hak dan Pendaftaran"
BRG-0721,"Barang Contoh Ke-721",135,"Pengendalian dan Penanganan Sengketa"
BRG-0722,"Barang Contoh Ke-722",57,"Survei dan Pemetaan"
BRG-0723,"Barang Contoh Ke-723",115,"Pengendalian dan Penanganan Sengketa"
BRG-0724,"Barang Contoh Ke-724",366,"Penataan dan Pemberdayaan"
BRG-0725,"Barang Contoh Ke-725",225,"Survei dan Pemetaan"
BRG-0726,"Barang Contoh Ke-726",440,"Pengendalian dan Penanganan Sengketa"
BRG-0727,"Barang Contoh Ke-727",94,"Pengadaan Tanah dan Pengembangan"
BRG-0728,"Barang Contoh Ke-728",115,"Survei dan Pemetaan"
BRG-0729,"Barang Contoh Ke-729",307,"Penetapan Hak dan Pendaftaran"
BRG-0730,"Barang Contoh Ke-730",92,"Survei dan Pemetaan"
BRG-0731,"Barang Contoh Ke-731",448,"Tata Usaha"
BRG-0732,"Barang Contoh Ke-732",438,"Tata Usaha"
BRG-0733,"Barang Contoh Ke-733",251,"Survei dan Pemetaan"
BRG-0734,"Barang Contoh Ke-734",287,"Penetapan Hak dan Pendaftaran"
BRG-0735,"Barang Contoh Ke-735",370,"Penataan dan Pemberdayaan"
BRG-0736,"Barang Contoh Ke-736",268,"Penataan dan Pemberdayaan"
BRG-0737,"Barang Contoh Ke-737",106,"Penetapan Hak dan Pendaftaran"
BRG-0738,"Barang Contoh Ke-738",91,"Penataan dan Pemberdayaan"
BRG-0739,"Barang Contoh Ke-739",194,"Penetapan Hak dan Pendaftaran"
BRG-0740,"Barang Contoh Ke-740",469,"Penataan dan Pemberdayaan"
BRG-0741,"Barang Contoh Ke-741",295,"Tata Usaha"
BRG-0742,"Barang Contoh Ke-742",62,"Pengadaan Tanah dan Pengembangan"
BRG-0743,"Barang Contoh Ke-743",240,"Survei dan Pemetaan"
BRG-0744,"Barang Contoh Ke-744",309,"Pengadaan Tanah dan Pengembangan"
BRG-0745,"Barang Contoh Ke-745",330,"Penetapan Hak dan Pendaftaran"
BRG-0746,"Barang Contoh Ke-746",403,"Tata Usaha"
BRG-0747,"Barang Contoh Ke-747",194,"Penetapan Hak dan Pendaftaran"
BRG-0748,"Barang Contoh Ke-748",206,"Tata Usaha"
BRG-0749,"Barang Contoh Ke-749",484,"Penetapan Hak dan Pendaftaran"
BRG-0750,"Barang Contoh Ke-750",154,"Pengendalian dan Penanganan Sengketa"
BRG-0751,"Barang Contoh Ke-751",288,"Survei dan Pemetaan"
BRG-0752,"Barang Contoh Ke-752",466,"Penetapan Hak dan Pendaftaran"
BRG-0753,"Barang Contoh Ke-753",27,"Tata Usaha"
BRG-0754,"Barang Contoh Ke-754",149,"Tata Usaha"
BRG-0755,"Barang Contoh Ke-755",312,"Penataan dan Pemberdayaan"
BRG-0756,"Barang Contoh Ke-756",99,"Penataan dan Pemberdayaan"
BRG-0757,"Barang Contoh Ke-757",201,"Survei dan Pemetaan"
BRG-0758,"Barang Contoh Ke-758",272,"Pengadaan Tanah dan Pengembangan"
BRG-0759,"Barang Contoh Ke-759",377,"Survei dan Pemetaan"
BRG-0760,"Barang Contoh Ke-760",466,"Pengendalian dan Penanganan Sengketa"
BRG-0761,"Barang Contoh Ke-761",337,"Penetapan Hak dan Pendaftaran"
BRG-0762,"Barang Contoh Ke-762",168,"Pengadaan Tanah dan Pengembangan"
BRG-0763,"Barang Contoh Ke-763",439,"Penataan dan Pemberdayaan"
BRG-0764,"Barang Contoh Ke-764",171,"Survei dan Pemetaan"
BRG-0765,"Barang Contoh Ke-765",269,"Tata Usaha"
BRG-0766,"Barang Contoh Ke-766",429,"Pengendalian dan Penanganan Sengketa"
BRG-0767,"Barang Contoh Ke-767",72,"Penetapan Hak dan Pendaftaran"
BRG-0768,"Barang Contoh Ke-768",240,"Pengendalian dan Penanganan Sengketa"
BRG-0769,"Barang Contoh Ke-769",410,"Pengadaan Tanah dan Pengembangan"
BRG-0770,"Barang Contoh Ke-770",305,"Tata Usaha"
BRG-0771,"Barang Contoh Ke-771",256,"Pengendalian dan Penanganan Sengketa"
BRG-0772,"Barang Contoh Ke-772",101,"Pengendalian dan Penanganan Sengketa"
BRG-0773,"Barang Contoh Ke-773",218,"Tata Usaha"
BRG-0774,"Barang Contoh Ke-774",78,"Penataan dan Pemberdayaan"
BRG-0775,"Barang Contoh Ke-775",412,"Pengendalian dan Penanganan Sengketa"
BRG-0776,"Barang Contoh Ke-776",260,"Pengadaan Tanah dan Pengembangan"
BRG-0777,"Barang Contoh Ke-777",386,"Pengendalian dan Penanganan Sengketa"
BRG-0778,"Barang Contoh Ke-778",130,"Pengadaan Tanah dan Pengembangan"
BRG-0779,"Barang Contoh Ke-779",33,"Survei dan Pemetaan"
BRG-0780,"Barang Contoh Ke-780",55,"Pengadaan Tanah dan Pengembangan"
BRG-0781,"Barang Contoh Ke-781",447,"Pengadaan Tanah dan Pengembangan"
BRG-0782,"Barang Contoh Ke-782",491,"Survei dan Pemetaan"
BRG-0783,"Barang Contoh Ke-783",429,"Pengadaan Tanah dan Pengembangan"
BRG-0784,"Barang Contoh Ke-784",414,"Pengendalian dan Penanganan Sengketa"
BRG-0785,"Barang Contoh Ke-785",454,"Pengendalian dan Penanganan Sengketa"
BRG-0786,"Barang Contoh Ke-786",410,"Penataan dan Pemberdayaan"
BRG-0787,"Barang Contoh Ke-787",126,"Tata Usaha"
BRG-0788,"Barang Contoh Ke-788",99,"Pengendalian dan Penanganan Sengketa"
BRG-0789,"Barang Contoh Ke-789",157,"Tata Usaha"
BRG-0790,"Barang Contoh Ke-790",43,"Pengadaan Tanah dan Pengembangan"
BRG-0791,"Barang Contoh Ke-791",81,"Pengendalian dan Penanganan Sengketa"
BRG-0792,"Barang Contoh Ke-792",286,"Pengendalian dan Penanganan Sengketa"
BRG-0793,"Barang Contoh Ke-793",428,"Pengendalian dan Penanganan Sengketa"
BRG-0794,"Barang Contoh Ke-794",220,"Tata Usaha"
BRG-0795,"Barang Contoh Ke-795",126,"Penetapan Hak dan Pendaftaran"
BRG-0796,"Barang Contoh Ke-796",441,"Penetapan Hak dan Pendaftaran"
BRG-0797,"Barang Contoh Ke-797",114,"Survei dan Pemetaan"
BRG-0798,"Barang Contoh Ke-798",231,"Penataan dan Pemberdayaan"
BRG-0799,"Barang Contoh Ke-799",207,"Pengadaan Tanah dan Pengembangan"
BRG-0800,"Barang Contoh Ke-800",340,"Pengendalian dan Penanganan Sengketa"
BRG-0801,"Barang Contoh Ke-801",130,"Pengendalian dan Penanganan Sengketa"
BRG-0802,"Barang Contoh Ke-802",38,"Survei dan Pemetaan"
BRG-0803,"Barang Contoh Ke-803",267,"Pengadaan Tanah dan Pengembangan"
BRG-0804,"Barang Contoh Ke-804",90,"Penataan dan Pemberdayaan"
BRG-0805,"Barang Contoh Ke-805",246,"Penetapan Hak dan Pendaftaran"
BRG-0806,"Barang Contoh Ke-806",220,"Penataan dan Pemberdayaan"
BRG-0807,"Barang Contoh Ke-807",301,"Survei dan Pemetaan"
BRG-0808,"Barang Contoh Ke-808",292,"Survei dan Pemetaan"
BRG-0809,"Barang Contoh Ke-809",241,"Pengendalian dan Penanganan Sengketa"
BRG-0810,"Barang Contoh Ke-810",417,"Pengadaan Tanah dan Pengembangan"
BRG-0811,"Barang Contoh Ke-811",89,"Survei dan Pemetaan"
BRG-0812,"Barang Contoh Ke-812",450,"Penataan dan Pemberdayaan"
BRG-0813,"Barang Contoh Ke-813",368,"Tata Usaha"
BRG-0814,"Barang Contoh Ke-814",97,"Penataan dan Pemberdayaan"
BRG-0815,"Barang Contoh Ke-815",359,"Penetapan Hak dan Pendaftaran"
BRG-0816,"Barang Contoh Ke-816",329,"Penetapan Hak dan Pendaftaran"
BRG-0817,"Barang Contoh Ke-817",117,"Survei dan Pemetaan"
BRG-0818,"Barang Contoh Ke-818",284,"Penetapan Hak dan Pendaftaran"
BRG-0819,"Barang Contoh Ke-819",178,"Pengendalian dan Penanganan Sengketa"
BRG-0820,"Barang Contoh Ke-820",397,"Tata Usaha"
BRG-0821,"Barang Contoh Ke-821",334,"Survei dan Pemetaan"
BRG-0822,"Barang Contoh Ke-822",450,"Penataan dan Pemberdayaan"
BRG-0823,"Barang Contoh Ke-823",243,"Survei dan Pemetaan"
BRG-0824,"Barang Contoh Ke-824",166,"Pengendalian dan Penanganan Sengketa"
BRG-0825,"Barang Contoh Ke-825",241,"Survei dan Pemetaan"
BRG-0826,"Barang Contoh Ke-826",297,"Pengadaan Tanah dan Pengembangan"
BRG-0827,"Barang Contoh Ke-827",360,"Pengendalian dan Penanganan Sengketa"
BRG-0828,"Barang Contoh Ke-828",319,"Pengendalian dan Penanganan Sengketa"
BRG-0829,"Barang Contoh Ke-829",70,"Tata Usaha"
BRG-0830,"Barang Contoh Ke-830",74,"Pengendalian dan Penanganan Sengketa"
BRG-0831,"Barang Contoh Ke-831",496,"Survei dan Pemetaan"
BRG-0832,"Barang Contoh Ke-832",487,"Penetapan Hak dan Pendaftaran"
BRG-0833,"Barang Contoh Ke-833",403,"Survei dan Pemetaan"
BRG-0834,"Barang Contoh Ke-834",399,"Penetapan Hak dan Pendaftaran"
BRG-0835,"Barang Contoh Ke-835",17,"Penetapan Hak dan Pendaftaran"
BRG-0836,"Barang Contoh Ke-836",217,"Penataan dan Pemberdayaan"
BRG-0837,"Barang Contoh Ke-837",279,"Pengendalian dan Penanganan Sengketa"
BRG-0838,"Barang Contoh Ke-838",242,"Penetapan Hak dan Pendaftaran"
BRG-0839,"Barang Contoh Ke-839",391,"Pengendalian dan Penanganan Sengketa"
BRG-0840,"Barang Contoh Ke-840",183,"Pengendalian dan Penanganan Sengketa"
BRG-0841,"Barang Contoh Ke-841",277,"Pengendalian dan Penanganan Sengketa"
BRG-0842,"Barang Contoh Ke-842",21,"Penataan dan Pemberdayaan"
BRG-0843,"Barang Contoh Ke-843",424,"Tata Usaha"
BRG-0844,"Barang Contoh Ke-844",376,"Pengadaan Tanah dan Pengembangan"
BRG-0845,"Barang Contoh Ke-845",31,"Penataan dan Pemberdayaan"
BRG-0846,"Barang Contoh Ke-846",466,"Penataan dan Pemberdayaan"
BRG-0847,"Barang Contoh Ke-847",472,"Penetapan Hak dan Pendaftaran"
BRG-0848,"Barang Contoh Ke-848",299,"Penetapan Hak dan Pendaftaran"
BRG-0849,"Barang Contoh Ke-849",411,"Pengendalian dan Penanganan Sengketa"
BRG-0850,"Barang Contoh Ke-850",81,"Penetapan Hak dan Pendaftaran"
BRG-0851,"Barang Contoh Ke-851",165,"Tata Usaha"
BRG-0852,"Barang Contoh Ke-852",116,"Pengadaan Tanah dan Pengembangan"
BRG-0853,"Barang Contoh Ke-853",291,"Pengendalian dan Penanganan Sengketa"
BRG-0854,"Barang Contoh Ke-854",237,"Penetapan Hak dan Pendaftaran"
BRG-0855,"Barang Contoh Ke-855",313,"Tata Usaha"
BRG-0856,"Barang Contoh Ke-856",231,"Pengendalian dan Penanganan Sengketa"
BRG-0857,"Barang Contoh Ke-857",59,"Pengendalian dan Penanganan Sengketa"
BRG-0858,"Barang Contoh Ke-858",66,"Tata Usaha"
BRG-0859,"Barang Contoh Ke-859",477,"Penetapan Hak dan Pendaftaran"
BRG-0860,"Barang Contoh Ke-860",131,"Pengendalian dan Penanganan Sengketa"
BRG-0861,"Barang Contoh Ke-861",13,"Survei dan Pemetaan"
BRG-0862,"Barang Contoh Ke-862",460,"Penataan dan Pemberdayaan"
BRG-0863,"Barang Contoh Ke-863",162,"Pengadaan Tanah dan Pengembangan"
BRG-0864,"Barang Contoh Ke-864",384,"Pengendalian dan Penanganan Sengketa"
BRG-0865,"Barang Contoh Ke-865",309,"Pengadaan Tanah dan Pengembangan"
BRG-0866,"Barang Contoh Ke-866",313,"Penetapan Hak dan Pendaftaran"
BRG-0867,"Barang Contoh Ke-867",192,"Tata Usaha"
BRG-0868,"Barang Contoh Ke-868",46,"Tata Usaha"
BRG-0869,"Barang Contoh Ke-869",33,"Pengendalian dan Penanganan Sengketa"
BRG-0870,"Barang Contoh Ke-870",234,"Penetapan Hak dan Pendaftaran"
BRG-0871,"Barang Contoh Ke-871",125,"Pengendalian dan Penanganan Sengketa"
BRG-0872,"Barang Contoh Ke-872",102,"Survei dan Pemetaan"
BRG-0873,"Barang Contoh Ke-873",119,"Pengendalian dan Penanganan Sengketa"
BRG-0874,"Barang Contoh Ke-874",465,"Pengendalian dan Penanganan Sengketa"
BRG-0875,"Barang Contoh Ke-875",308,"Penataan dan Pemberdayaan"
BRG-0876,"Barang Contoh Ke-876",124,"Pengadaan Tanah dan Pengembangan"
BRG-0877,"Barang Contoh Ke-877",255,"Survei dan Pemetaan"
BRG-0878,"Barang Contoh Ke-878",16,"Penataan dan Pemberdayaan"
BRG-0879,"Barang Contoh Ke-879",52,"Survei dan Pemetaan"
BRG-0880,"Barang Contoh Ke-880",219,"Survei dan Pemetaan"
BRG-0881,"Barang Contoh Ke-881",296,"Penataan dan Pemberdayaan"
BRG-0882,"Barang Contoh Ke-882",342,"Pengadaan Tanah dan Pengembangan"
BRG-0883,"Barang Contoh Ke-883",106,"Pengendalian dan Penanganan Sengketa"
BRG-0884,"Barang Contoh Ke-884",113,"Pengendalian dan Penanganan Sengketa"
BRG-0885,"Barang Contoh Ke-885",343,"Tata Usaha"
BRG-0886,"Barang Contoh Ke-886",269,"Penataan dan Pemberdayaan"
BRG-0887,"Barang Contoh Ke-887",295,"Survei dan Pemetaan"
BRG-0888,"Barang Contoh Ke-888",92,"Penataan dan Pemberdayaan"
BRG-0889,"Barang Contoh Ke-889",70,"Tata Usaha"
BRG-0890,"Barang Contoh Ke-890",304,"Penetapan Hak dan Pendaftaran"
BRG-0891,"Barang Contoh Ke-891",119,"Tata Usaha"
BRG-0892,"Barang Contoh Ke-892",415,"Pengadaan Tanah dan Pengembangan"
BRG-0893,"Barang Contoh Ke-893",237,"Penetapan Hak dan Pendaftaran"
BRG-0894,"Barang Contoh Ke-894",182,"Penetapan Hak dan Pendaftaran"
BRG-0895,"Barang Contoh Ke-895",164,"Survei dan Pemetaan"
BRG-0896,"Barang Contoh Ke-896",349,"Tata Usaha"
BRG-0897,"Barang Contoh Ke-897",57,"Penataan dan Pemberdayaan"
BRG-0898,"Barang Contoh Ke-898",307,"Penataan dan Pemberdayaan"
BRG-0899,"Barang Contoh Ke-899",85,"Tata Usaha"
BRG-0900,"Barang Contoh Ke-900",221,"Penataan dan Pemberdayaan"
BRG-0901,"Barang Contoh Ke-901",385,"Pengadaan Tanah dan Pengembangan"
BRG-0902,"Barang Contoh Ke-902",248,"Penataan dan Pemberdayaan"
BRG-0903,"Barang Contoh Ke-903",330,"Tata Usaha"
BRG-0904,"Barang Contoh Ke-904",473,"Penetapan Hak dan Pendaftaran"
BRG-0905,"Barang Contoh Ke-905",223,"Penetapan Hak dan Pendaftaran"
BRG-0906,"Barang Contoh Ke-906",46,"Pengendalian dan Penanganan Sengketa"
BRG-0907,"Barang Contoh Ke-907",243,"Survei dan Pemetaan"
BRG-0908,"Barang Contoh Ke-908",448,"Pengendalian dan Penanganan Sengketa"
BRG-0909,"Barang Contoh Ke-909",434,"Pengendalian dan Penanganan Sengketa"
BRG-0910,"Barang Contoh Ke-910",427,"Survei dan Pemetaan"
BRG-0911,"Barang Contoh Ke-911",372,"Pengadaan Tanah dan Pengembangan"
BRG-0912,"Barang Contoh Ke-912",285,"Survei dan Pemetaan"
BRG-0913,"Barang Contoh Ke-913",197,"Pengendalian dan Penanganan Sengketa"
BRG-0914,"Barang Contoh Ke-914",178,"Survei dan Pemetaan"
BRG-0915,"Barang Contoh Ke-915",442,"Penetapan Hak dan Pendaftaran"
BRG-0916,"Barang Contoh Ke-916",104,"Penetapan Hak dan Pendaftaran"
BRG-0917,"Barang Contoh Ke-917",466,"Penataan dan Pemberdayaan"
BRG-0918,"Barang Contoh Ke-918",259,"Survei dan Pemetaan"
BRG-0919,"Barang Contoh Ke-919",470,"Penetapan Hak dan Pendaftaran"
BRG-0920,"Barang Contoh Ke-920",210,"Penataan dan Pemberdayaan"
BRG-0921,"Barang Contoh Ke-921",292,"Pengendalian dan Penanganan Sengketa"
BRG-0922,"Barang Contoh Ke-922",197,"Penetapan Hak dan Pendaftaran"
BRG-0923,"Barang Contoh Ke-923",238,"Penataan dan Pemberdayaan"
BRG-0924,"Barang Contoh Ke-924",61,"Tata Usaha"
BRG-0925,"Barang Contoh Ke-925",113,"Pengadaan Tanah dan Pengembangan"
BRG-0926,"Barang Contoh Ke-926",193,"Penetapan Hak dan Pendaftaran"
BRG-0927,"Barang Contoh Ke-927",335,"Penataan dan Pemberdayaan"
BRG-0928,"Barang Contoh Ke-928",241,"Penataan dan Pemberdayaan"
BRG-0929,"Barang Contoh Ke-929",303,"Penetapan Hak dan Pendaftaran"
BRG-0930,"Barang Contoh Ke-930",471,"Pengendalian dan Penanganan Sengketa"
BRG-0931,"Barang Contoh Ke-931",327,"Penetapan Hak dan Pendaftaran"
BRG-0932,"Barang Contoh Ke-932",341,"Pengadaan Tanah dan Pengembangan"
BRG-0933,"Barang Contoh Ke-933",463,"Survei dan Pemetaan"
BRG-0934,"Barang Contoh Ke-934",184,"Tata Usaha"
BRG-0935,"Barang Contoh Ke-935",352,"Penataan dan Pemberdayaan"
BRG-0936,"Barang Contoh Ke-936",278,"Penataan dan Pemberdayaan"
BRG-0937,"Barang Contoh Ke-937",93,"Penetapan Hak dan Pendaftaran"
BRG-0938,"Barang Contoh Ke-938",336,"Survei dan Pemetaan"
BRG-0939,"Barang Contoh Ke-939",221,"Pengendalian dan Penanganan Sengketa"
BRG-0940,"Barang Contoh Ke-940",66,"Pengendalian dan Penanganan Sengketa"
BRG-0941,"Barang Contoh Ke-941",472,"Pengendalian dan Penanganan Sengketa"
BRG-0942,"Barang Contoh Ke-942",488,"Pengendalian dan Penanganan Sengketa"
BRG-0943,"Barang Contoh Ke-943",388,"Pengadaan Tanah dan Pengembangan"
BRG-0944,"Barang Contoh Ke-944",305,"Survei dan Pemetaan"
BRG-0945,"Barang Contoh Ke-945",86,"Tata Usaha"
BRG-0946,"Barang Contoh Ke-946",255,"Survei dan Pemetaan"
BRG-0947,"Barang Contoh Ke-947",315,"Penataan dan Pemberdayaan"
BRG-0948,"Barang Contoh Ke-948",48,"Pengendalian dan Penanganan Sengketa"
BRG-0949,"Barang Contoh Ke-949",272,"Penetapan Hak dan Pendaftaran"
BRG-0950,"Barang Contoh Ke-950",178,"Pengendalian dan Penanganan Sengketa"
BRG-0951,"Barang Contoh Ke-951",499,"Pengadaan Tanah dan Pengembangan"
BRG-0952,"Barang Contoh Ke-952",452,"Tata Usaha"
BRG-0953,"Barang Contoh Ke-953",50,"Pengadaan Tanah dan Pengembangan"
BRG-0954,"Barang Contoh Ke-954",331,"Penetapan Hak dan Pendaftaran"
BRG-0955,"Barang Contoh Ke-955",111,"Penataan dan Pemberdayaan"
BRG-0956,"Barang Contoh Ke-956",193,"Pengendalian dan Penanganan Sengketa"
BRG-0957,"Barang Contoh Ke-957",162,"Penetapan Hak dan Pendaftaran"
BRG-0958,"Barang Contoh Ke-958",204,"Survei dan Pemetaan"
BRG-0959,"Barang Contoh Ke-959",280,"Penataan dan Pemberdayaan"
BRG-0960,"Barang Contoh Ke-960",366,"Pengadaan Tanah dan Pengembangan"
BRG-0961,"Barang Contoh Ke-961",111,"Pengendalian dan Penanganan Sengketa"
BRG-0962,"Barang Contoh Ke-962",229,"Pengendalian dan Penanganan Sengketa"
BRG-0963,"Barang Contoh Ke-963",298,"Pengendalian dan Penanganan Sengketa"
BRG-0964,"Barang Contoh Ke-964",101,"Tata Usaha"
BRG-0965,"Barang Contoh Ke-965",486,"Penataan dan Pemberdayaan"
BRG-0966,"Barang Contoh Ke-966",70,"Penetapan Hak dan Pendaftaran"
BRG-0967,"Barang Contoh Ke-967",326,"Penetapan Hak dan Pendaftaran"
BRG-0968,"Barang Contoh Ke-968",329,"Tata Usaha"
BRG-0969,"Barang Contoh Ke-969",40,"Pengendalian dan Penanganan Sengketa"
BRG-0970,"Barang Contoh Ke-970",447,"Penetapan Hak dan Pendaftaran"
BRG-0971,"Barang Contoh Ke-971",302,"Penataan dan Pemberdayaan"
BRG-0972,"Barang Contoh Ke-972",232,"Penataan dan Pemberdayaan"
BRG-0973,"Barang Contoh Ke-973",440,"Pengendalian dan Penanganan Sengketa"
BRG-0974,"Barang Contoh Ke-974",407,"Penataan dan Pemberdayaan"
BRG-0975,"Barang Contoh Ke-975",208,"Penetapan Hak dan Pendaftaran"
BRG-0976,"Barang Contoh Ke-976",325,"Survei dan Pemetaan"
BRG-0977,"Barang Contoh Ke-977",50,"Penataan dan Pemberdayaan"
BRG-0978,"Barang Contoh Ke-978",393,"Penataan dan Pemberdayaan"
BRG-0979,"Barang Contoh Ke-979",108,"Survei dan Pemetaan"
BRG-0980,"Barang Contoh Ke-980",486,"Penataan dan Pemberdayaan"
BRG-0981,"Barang Contoh Ke-981",123,"Pengendalian dan Penanganan Sengketa"
BRG-0982,"Barang Contoh Ke-982",19,"Pengadaan Tanah dan Pengembangan"
BRG-0983,"Barang Contoh Ke-983",131,"Survei dan Pemetaan"
BRG-0984,"Barang Contoh Ke-984",476,"Pengadaan Tanah dan Pengembangan"
BRG-0985,"Barang Contoh Ke-985",499,"Survei dan Pemetaan"
BRG-0986,"Barang Contoh Ke-986",274,"Pengadaan Tanah dan Pengembangan"
BRG-0987,"Barang Contoh Ke-987",180,"Tata Usaha"
BRG-0988,"Barang Contoh Ke-988",452,"Pengendalian dan Penanganan Sengketa"
BRG-0989,"Barang Contoh Ke-989",319,"Tata Usaha"
BRG-0990,"Barang Contoh Ke-990",256,"Tata Usaha"
BRG-0991,"Barang Contoh Ke-991",287,"Tata Usaha"
BRG-0992,"Barang Contoh Ke-992",239,"Penetapan Hak dan Pendaftaran"
BRG-0993,"Barang Contoh Ke-993",261,"Pengadaan Tanah dan Pengembangan"
BRG-0994,"Barang Contoh Ke-994",445,"Pengendalian dan Penanganan Sengketa"
BRG-0995,"Barang Contoh Ke-995",325,"Pengendalian dan Penanganan Sengketa"
BRG-0996,"Barang Contoh Ke-996",426,"Pengadaan Tanah dan Pengembangan"
BRG-0997,"Barang Contoh Ke-997",448,"Tata Usaha"
BRG-0998,"Barang Contoh Ke-998",368,"Pengadaan Tanah dan Pengembangan"
BRG-0999,"Barang Contoh Ke-999",386,"Tata Usaha"
BRG-1000,"Barang Contoh Ke-1000",117,"Tata Usaha"
BRG-0001,"Barang Contoh Ke-1",250,"Penetapan Hak dan Pendaftaran"
BRG-0002,"Barang Contoh Ke-2",439,"Penetapan Hak dan Pendaftaran"
BRG-0003,"Barang Contoh Ke-3",186,"Pengendalian dan Penanganan Sengketa"
BRG-0004,"Barang Contoh Ke-4",210,"Survei dan Pemetaan"
BRG-0005,"Barang Contoh Ke-5",290,"Pengadaan Tanah dan Pengembangan"
BRG-0006,"Barang Contoh Ke-6",323,"Penataan dan Pemberdayaan"
BRG-0007,"Barang Contoh Ke-7",426,"Penataan dan Pemberdayaan"
BRG-0008,"Barang Contoh Ke-8",479,"Pengendalian dan Penanganan Sengketa"
